election_id,id,name,office,url
62,1261661,"MA, FIONA",TREASURER ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1401180,"VISWANATHAN, VIVEK",TREASURER ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"AKIN, KEVIN D.",TREASURER ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"GUERRERO, JACK M.",TREASURER ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1299775,"BAILEY, STEVEN",ATTORNEY GENERAL ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1003436,"BECERRA, XAVIER",ATTORNEY GENERAL ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1399108,"EARLY, ERIC",ATTORNEY GENERAL ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1224542,"JONES, DAVE",ATTORNEY GENERAL ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1295704,"THURMOND, TONY",SUPERINTENDENT OF PUBLIC INSTRUCTION ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1359836,"TUCK, MARSHALL",SUPERINTENDENT OF PUBLIC INSTRUCTION ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"IRELAND, STEVEN LEE",SUPERINTENDENT OF PUBLIC INSTRUCTION ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"PLOSKI, LILY E.",SUPERINTENDENT OF PUBLIC INSTRUCTION ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"VIGIL, DOUGLAS I.",SUPERINTENDENT OF PUBLIC INSTRUCTION ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"WILLIAMS, THOMAS L.",SUPERINTENDENT OF PUBLIC INSTRUCTION ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1363514,"HRIZI, NATHALIE",INSURANCE COMMISSIONER ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1304215,"LARA, RICARDO",INSURANCE COMMISSIONER ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1394557,"MAHMOOD, ASIF",INSURANCE COMMISSIONER ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1256885,"POIZNER, STEVE",INSURANCE COMMISSIONER ,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1224866,"CONWAY, CONNIE",MEMBER BOARD OF EQUALIZATION 01,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1265444,"GAINES, EDWARD T",MEMBER BOARD OF EQUALIZATION 01,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1226825,"HALLINAN, TOM",MEMBER BOARD OF EQUALIZATION 01,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"EVANS, DAVID",MEMBER BOARD OF EQUALIZATION 01,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1402331,"BURNS, MARK",MEMBER BOARD OF EQUALIZATION 02,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1337767,"CHANG, BARRY",MEMBER BOARD OF EQUALIZATION 02,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1393661,"COHEN, MALIA M.",MEMBER BOARD OF EQUALIZATION 02,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1273495,"GALGIANI, CATHLEEN",MEMBER BOARD OF EQUALIZATION 02,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1364376,"KRIEGEL, DOUG",MEMBER BOARD OF EQUALIZATION 03,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1367063,"MARSHALL, G. RICK",MEMBER BOARD OF EQUALIZATION 03,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1397234,"O'LEARY, MICHEAL A.",MEMBER BOARD OF EQUALIZATION 03,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1395727,"PAK, BEN",MEMBER BOARD OF EQUALIZATION 03,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1226963,"SVONKIN, SCOTT",MEMBER BOARD OF EQUALIZATION 03,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1398111,"TURNER, CHERYL C.",MEMBER BOARD OF EQUALIZATION 03,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1005783,"VAZQUEZ, TONY",MEMBER BOARD OF EQUALIZATION 03,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"PEARLMAN, NANCY S.",MEMBER BOARD OF EQUALIZATION 03,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1004048,"ANDERSON, JOEL C.",MEMBER BOARD OF EQUALIZATION 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1401603,"DODSON, DAVID B.",MEMBER BOARD OF EQUALIZATION 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1003675,"KELLY, JOHN",MEMBER BOARD OF EQUALIZATION 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"LOPEZ-MADDOX, KENNETH W.",MEMBER BOARD OF EQUALIZATION 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"SCHAEFER, J. MICHAEL",MEMBER BOARD OF EQUALIZATION 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"SHAHATIT, NADER F",MEMBER BOARD OF EQUALIZATION 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"STIERINGER, JAMES G.",MEMBER BOARD OF EQUALIZATION 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1363625,"JACOBI, VERONICA S.",STATE SENATE 02,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1361301,"MC GUIRE, MIKE",STATE SENATE 02,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1299401,"NIELSEN, JIM",STATE SENATE 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"KIM, PHILLIP J.",STATE SENATE 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"WORLEY, MICHAEL",STATE SENATE 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1396615,"BENNETT, AUSTIN",STATE SENATE 06,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1319205,"PAN, RICHARD",STATE SENATE 06,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"DE ROSE, JANINE L.",STATE SENATE 06,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"FRAME, ERIC S.T.",STATE SENATE 06,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"MASON, JACOB",STATE SENATE 06,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1331715,"BELDEN, MARK",STATE SENATE 08,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1394471,"BORGEAS, ANDREAS",STATE SENATE 08,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1356609,"MIRANDA, PAULINA M.",STATE SENATE 08,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1400397,"PRATT, TOM",STATE SENATE 08,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1402332,"SAN VICENTE, VICTOR",STATE SENATE 10,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1315744,"WIECKOWSKI, ROBERT",STATE SENATE 10,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"SARSAK, ALI A.",STATE SENATE 10,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1396876,"BRAZIL, DENNIS",STATE SENATE 12,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1282323,"CABALLERO, ANNA",STATE SENATE 12,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1402408,"PARRA, DANIEL",STATE SENATE 12,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1399035,"POYTHRESS, ROBERT L.",STATE SENATE 12,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1394772,"TACHERRA, JOHNNY",STATE SENATE 12,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1401463,"HURTADO, MELISSA",STATE SENATE 14,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1362534,"MACARENO, RUBEN",STATE SENATE 14,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1397392,"SOLIS, ABIGAIL",STATE SENATE 14,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1356182,"VIDAK, JAMES ANDREW",STATE SENATE 14,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1325437,"GROVE, SHANNON",STATE SENATE 16,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1366955,"MUSSER-LOPEZ, RUTH",STATE SENATE 16,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"TATUM, GREGORY",STATE SENATE 16,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1004251,"HERTZBERG, ROBERT",STATE SENATE 18,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"MELENDEZ, RUDY",STATE SENATE 18,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"SAARIO, BRANDON",STATE SENATE 18,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"SAYEGH, ROGER J.",STATE SENATE 18,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1364478,"LEYVA, CONNIE M.",STATE SENATE 20,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1239584,"MUNSON, MATTHEW G.",STATE SENATE 20,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"AVILA, PAUL VINCENT",STATE SENATE 20,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1275685,"ENG, MICHAEL",STATE SENATE 22,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1400289,"GARCIA, RAQUEL 'MONICA'",STATE SENATE 22,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1392891,"RUBIO, SUSAN",STATE SENATE 22,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"SIERRA, RUBEN",STATE SENATE 22,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1364100,"CHOI, PETER",STATE SENATE 24,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1395750,"DURAZO, MARIA ELENA",STATE SENATE 24,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1363828,"ALLEN, BEN",STATE SENATE 26,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1385818,"BRUNO, BARON",STATE SENATE 26,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"HERD, MARK MATTHEW",STATE SENATE 26,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1397134,"SILVER, JOY",STATE SENATE 28,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1238568,"STONE, JEFFREY E.",STATE SENATE 28,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"NEVENIC, ANNA",STATE SENATE 28,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1307762,"MITCHELL, HOLLY J.",STATE SENATE 30,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1402932,"ARCHULETA, BOB J.",STATE SENATE 32,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1005170,"BERMUDEZ, RUDY",STATE SENATE 32,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1402061,"DELGADO, VANESSA",STATE SENATE 32,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1238223,"MENDOZA, TONY",STATE SENATE 32,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1402415,"ROMERO, VIVIAN",STATE SENATE 32,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1402111,"SANTANA, VICKY",STATE SENATE 32,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1403290,"TAJ, ALI SAJJAD",STATE SENATE 32,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1259659,"TOPALIAN, RITA H.",STATE SENATE 32,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"CASTELLANOS, DAVID",STATE SENATE 32,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"SAREGA, ION",STATE SENATE 32,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1403531,"HAWKINS, AKASH A.",STATE SENATE 34,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1282277,"NGUYEN, JANET",STATE SENATE 34,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1241318,"UMBERG, THOMAS J.",STATE SENATE 34,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"SAMSON, JESTIN L.",STATE SENATE 34,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1003846,"BATES, PATRICIA C. ""PAT""",STATE SENATE 36,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1399466,"CASTELLANO, MARGGIE",STATE SENATE 36,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1402160,"GRIFFITH, JEFF D.",STATE SENATE 38,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1319720,"JONES, BRIAN W.",STATE SENATE 38,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"SALGUERO, ANTONIO",STATE SENATE 38,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1315742,"HUESO, BEN",STATE SENATE 40,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1403287,"VARGAS, LUIS R.",STATE SENATE 40,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1224716,"DAHLE, BRIAN",ASSEMBLY 01,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"O'CONNELL-NOWAIN, JENNY L.",ASSEMBLY 01,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"SISK, CALEEN A.",ASSEMBLY 01,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"VAN PEBORGH, PETER FOSS",ASSEMBLY 01,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"VENUS, JEROME B.C.",ASSEMBLY 01,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1363081,"HEATH, MATTHEW D.",ASSEMBLY 02,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1353393,"WOOD, JAMES D.",ASSEMBLY 02,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1402101,"AERY, SONIA",ASSEMBLY 03,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1357069,"GALLAGHER, JAMES",ASSEMBLY 03,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1379566,"AGUIAR-CURRY, CECILIA",ASSEMBLY 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"FULTON, SARAH JOAN",ASSEMBLY 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"NELSON, BRANDON Z.",ASSEMBLY 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,,"NUTTING, CHERYLYN A.",ASSEMBLY 04,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1342402,"BIGELOW, FRANK",ASSEMBLY 05,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1400792,"NEAL, CARLA J",ASSEMBLY 05,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1377646,"KILEY, KEVIN",ASSEMBLY 06,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1399143,"SMITH, JACALYN",ASSEMBLY 06,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
62,1314046,"MC CARTY, KEVIN",ASSEMBLY 07,http://cal-access.sos.ca.gov/Campaign/Candidates/list.aspx?view=certified&electNav=62
